,Charter/Cert,Report Date,Inst Type Code,Inst Name,Cash & Deposits,Investments,Net Interest Income,Loans & Leases,Assets,Non-Interest Expense,Liabilities,Liabilities & Equity,Interest Income,Non-Interest Income,Net Income,Deposit Accounts,Employees,Inst Type,Revenue,Cash to Assets,Inv to Assets,Loans to Assets,Interest to Revenue,Non-Interest to Revenue,Net Income to Revenue,Return on Assets,Other Assets,Interest Expense,Other Expense
1418,Bank_18272,20240630,SM,COMMUNITY STATE BANK,13.0,244.0,22.0,1150.0,1524.0,16.0,1362.0,1524.0,39.0,3.0,9.0,40211,144.0,Bank,42.0,0.00853018372703412,0.16010498687664043,0.7545931758530183,0.9285714285714286,0.07142857142857142,0.21428571428571427,0.005905511811023622,117.0,17.0,0.0
1419,Bank_18282,20240630,N,FIRST NATIONAL BANK OF ALVIN,27.0,103.0,2.0,21.0,154.0,1.0,149.0,154.0,2.0,0.0,0.0,4131,18.0,Bank,2.0,0.17532467532467533,0.6688311688311688,0.13636363636363635,1.0,0.0,0.0,0.0,3.0,0.0,1.0
1420,Bank_18284,20240630,NM,FARMERS SAVINGS BANK,6.0,39.0,2.0,145.0,197.0,2.0,176.0,197.0,4.0,0.0,0.0,6431,19.0,Bank,4.0,0.030456852791878174,0.19796954314720813,0.7360406091370558,1.0,0.0,0.0,0.0,7.0,2.0,0.0
1421,Bank_18296,20240630,N,HAWAII NATIONAL BANK,138.0,188.0,16.0,469.0,826.0,13.0,745.0,826.0,20.0,8.0,5.0,14244,148.0,Bank,28.0,0.16707021791767554,0.22760290556900725,0.5677966101694916,0.7142857142857143,0.2857142857142857,0.17857142857142858,0.006053268765133172,31.0,4.0,6.0
1422,Bank_18297,20240630,NM,SOUTHSIDE BANK,387.0,2717.0,111.0,4548.0,8353.0,71.0,7412.0,8353.0,207.0,22.0,51.0,192095,789.0,Bank,229.0,0.04633065964324195,0.3252723572369209,0.5444750389081767,0.9039301310043668,0.09606986899563319,0.22270742358078602,0.006105590805698551,701.0,96.0,11.0
1423,Bank_1829,20240630,SM,THE FAIRMOUNT STATE BANK,4.0,10.0,1.0,40.0,55.0,1.0,48.0,55.0,1.0,0.0,0.0,3156,13.0,Bank,1.0,0.07272727272727272,0.18181818181818182,0.7272727272727273,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1424,Bank_18301,20240630,NM,FIRST STATE BANK,18.0,15.0,4.0,77.0,127.0,3.0,103.0,127.0,5.0,0.0,2.0,2969,34.0,Bank,5.0,0.14173228346456693,0.11811023622047244,0.6062992125984252,1.0,0.0,0.4,0.015748031496062992,17.0,1.0,-1.0
1425,Bank_18302,20240630,NM,POWELL STATE BANK,4.0,9.0,1.0,18.0,32.0,1.0,29.0,32.0,1.0,0.0,0.0,1315,10.0,Bank,1.0,0.125,0.28125,0.5625,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1426,Bank_1833,20240630,NM,STATE BANK,39.0,117.0,11.0,619.0,832.0,10.0,770.0,832.0,21.0,2.0,3.0,16251,97.0,Bank,23.0,0.046875,0.140625,0.7439903846153846,0.9130434782608695,0.08695652173913043,0.13043478260869565,0.003605769230769231,57.0,10.0,0.0
1427,Bank_18342,20240630,NM,BOSTON TRUST WALDEN COMPANY,1.0,23.0,0.0,0.0,92.0,26.0,38.0,92.0,0.0,44.0,18.0,1,87.0,Bank,44.0,0.010869565217391304,0.25,0.0,0.0,1.0,0.4090909090909091,0.1956521739130435,68.0,0.0,0.0
1428,Bank_18344,20240630,NM,UBANK,82.0,28.0,12.0,537.0,695.0,9.0,630.0,695.0,21.0,2.0,4.0,17452,90.0,Bank,23.0,0.11798561151079137,0.04028776978417266,0.7726618705035971,0.9130434782608695,0.08695652173913043,0.17391304347826086,0.0057553956834532375,48.0,9.0,1.0
1429,Bank_18355,20240630,NM,NORTH DALLAS BANK & TRUST CO.,132.0,393.0,17.0,1200.0,1804.0,17.0,1637.0,1804.0,38.0,3.0,2.0,21973,164.0,Bank,41.0,0.07317073170731707,0.2178492239467849,0.6651884700665188,0.926829268292683,0.07317073170731707,0.04878048780487805,0.0011086474501108647,79.0,21.0,1.0
1430,Bank_18356,20240630,NM,CITIZENS STATE BANK,15.0,58.0,2.0,115.0,194.0,2.0,175.0,194.0,4.0,0.0,1.0,6289,21.0,Bank,4.0,0.07731958762886598,0.29896907216494845,0.5927835051546392,1.0,0.0,0.25,0.005154639175257732,6.0,2.0,-1.0
1431,Bank_18361,20240630,NM,COULEE BANK,10.0,77.0,8.0,462.0,568.0,9.0,527.0,568.0,16.0,1.0,-0.0,12275,88.0,Bank,17.0,0.017605633802816902,0.13556338028169015,0.8133802816901409,0.9411764705882353,0.058823529411764705,-0.0,-0.0,19.0,8.0,0.0
1432,Bank_18374,20240630,NM,SECURITY STATE BANK,13.0,93.0,8.0,647.0,871.0,4.0,776.0,871.0,18.0,1.0,2.0,16724,48.0,Bank,19.0,0.014925373134328358,0.10677382319173363,0.7428243398392652,0.9473684210526315,0.05263157894736842,0.10526315789473684,0.002296211251435132,118.0,10.0,3.0
1433,Bank_18378,20240630,NM,SECURITY STATE BANK OF WANAMINGO,3.0,7.0,2.0,75.0,90.0,1.0,80.0,90.0,2.0,0.0,1.0,3416,10.0,Bank,2.0,0.03333333333333333,0.07777777777777778,0.8333333333333334,1.0,0.0,0.5,0.011111111111111112,5.0,0.0,0.0
1434,Bank_18380,20240630,NM,FIRST INDEPENDENT BANK,12.0,44.0,2.0,72.0,132.0,2.0,119.0,132.0,3.0,0.0,0.0,6552,23.0,Bank,3.0,0.09090909090909091,0.3333333333333333,0.5454545454545454,1.0,0.0,0.0,0.0,4.0,1.0,0.0
1435,Bank_18384,20240630,NM,NORTHEAST SECURITY BANK,17.0,131.0,5.0,244.0,428.0,4.0,386.0,428.0,8.0,1.0,2.0,12839,47.0,Bank,9.0,0.0397196261682243,0.3060747663551402,0.5700934579439252,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.004672897196261682,36.0,3.0,0.0
1436,Bank_18385,20240630,NM,REGIONAL MISSOURI BANK,24.0,80.0,9.0,388.0,515.0,6.0,464.0,515.0,14.0,1.0,4.0,19670,98.0,Bank,15.0,0.04660194174757282,0.1553398058252427,0.7533980582524272,0.9333333333333333,0.06666666666666667,0.26666666666666666,0.007766990291262136,23.0,5.0,0.0
1438,Bank_18394,20240630,NM,FARMERS SAVINGS BANK,6.0,32.0,2.0,91.0,137.0,2.0,118.0,137.0,3.0,1.0,1.0,4605,25.0,Bank,4.0,0.043795620437956206,0.23357664233576642,0.6642335766423357,0.75,0.25,0.25,0.0072992700729927005,8.0,1.0,0.0
1439,Bank_1839,20240630,NM,COMMUNITY STATE BANK,3.0,70.0,2.0,85.0,176.0,2.0,165.0,176.0,3.0,0.0,0.0,7310,32.0,Bank,3.0,0.017045454545454544,0.3977272727272727,0.48295454545454547,1.0,0.0,0.0,0.0,18.0,1.0,0.0
1440,Bank_183,20240630,NM,THE MERCHANTS & CITIZENS BANK,6.0,78.0,2.0,41.0,137.0,2.0,125.0,137.0,3.0,0.0,0.0,3350,19.0,Bank,3.0,0.043795620437956206,0.5693430656934306,0.29927007299270075,1.0,0.0,0.0,0.0,12.0,1.0,0.0
1441,Bank_18400,20240630,NM,IOWA TRUST & SAVINGS BANK,42.0,89.0,8.0,379.0,540.0,8.0,486.0,540.0,14.0,1.0,2.0,10372,49.0,Bank,15.0,0.07777777777777778,0.1648148148148148,0.7018518518518518,0.9333333333333333,0.06666666666666667,0.13333333333333333,0.003703703703703704,30.0,6.0,-1.0
1442,Bank_18402,20240630,NM,BLACKHAWK BANK & TRUST,21.0,773.0,16.0,984.0,1835.0,14.0,1683.0,1835.0,38.0,3.0,6.0,46138,213.0,Bank,41.0,0.011444141689373298,0.4212534059945504,0.5362397820163488,0.926829268292683,0.07317073170731707,0.14634146341463414,0.0032697547683923707,57.0,22.0,-1.0
1443,Savings Bank_18408,20240630,SI,BANGOR SAVINGS BANK,76.0,1647.0,67.0,4855.0,7222.0,101.0,6813.0,7222.0,133.0,37.0,2.0,528405,1074.0,Savings Bank,170.0,0.010523400720022155,0.2280531708667959,0.6722514538908889,0.7823529411764706,0.21764705882352942,0.011764705882352941,0.00027693159789531985,644.0,66.0,1.0
1444,Bank_18409,20240630,N,"TD BANK, NATIONAL ASSOCIATION",28289.0,130958.0,4545.0,182386.0,370332.0,4043.0,322974.0,370332.0,8468.0,753.0,642.0,15654420,27100.0,Bank,9221.0,0.07638821381895164,0.35362323536718404,0.49249322229783005,0.9183385749918664,0.08166142500813361,0.06962368506669558,0.0017335795988464404,28699.0,3923.0,613.0
1445,Bank_18429,20240630,NM,MORTON COMMUNITY BANK,209.0,1491.0,75.0,3515.0,5468.0,48.0,5077.0,5468.0,129.0,10.0,37.0,145124,561.0,Bank,139.0,0.038222384784198975,0.2726773957571324,0.6428310168251646,0.9280575539568345,0.07194244604316546,0.26618705035971224,0.006766642282370154,253.0,54.0,0.0
1446,Bank_18431,20240630,NM,FIRST BANK KANSAS,24.0,163.0,10.0,340.0,551.0,10.0,513.0,551.0,13.0,8.0,11.0,33254,126.0,Bank,21.0,0.043557168784029036,0.2958257713248639,0.617059891107078,0.6190476190476191,0.38095238095238093,0.5238095238095238,0.019963702359346643,24.0,3.0,-3.0
1447,Bank_1843,20240630,NM,THE FARMERS AND MERCHANTS BANK,7.0,62.0,3.0,119.0,205.0,2.0,191.0,205.0,4.0,0.0,0.0,5635,30.0,Bank,4.0,0.03414634146341464,0.3024390243902439,0.5804878048780487,1.0,0.0,0.0,0.0,17.0,1.0,1.0
1448,Bank_18443,20240630,SM,CUSB BANK,25.0,113.0,10.0,573.0,755.0,7.0,675.0,755.0,19.0,2.0,4.0,27355,101.0,Bank,21.0,0.033112582781456956,0.14966887417218544,0.7589403973509934,0.9047619047619048,0.09523809523809523,0.19047619047619047,0.005298013245033113,44.0,9.0,1.0
1449,Bank_18448,20240630,NM,SECURITY STATE BANK,16.0,44.0,1.0,47.0,113.0,1.0,105.0,113.0,2.0,0.0,0.0,4424,20.0,Bank,2.0,0.1415929203539823,0.3893805309734513,0.415929203539823,1.0,0.0,0.0,0.0,6.0,1.0,0.0
1450,Bank_18454,20240630,N,ZAPATA NATIONAL BANK,17.0,27.0,2.0,38.0,85.0,1.0,74.0,85.0,2.0,0.0,1.0,3615,19.0,Bank,2.0,0.2,0.3176470588235294,0.4470588235294118,1.0,0.0,0.5,0.011764705882352941,3.0,0.0,0.0
1451,Bank_18463,20240630,NM,HERITAGE BANK,8.0,13.0,1.0,20.0,42.0,1.0,40.0,42.0,1.0,0.0,-0.0,1792,8.0,Bank,1.0,0.19047619047619047,0.30952380952380953,0.47619047619047616,1.0,0.0,-0.0,-0.0,1.0,0.0,0.0
1452,Bank_18474,20240630,NM,FIRST KANSAS BANK,8.0,127.0,4.0,124.0,264.0,2.0,250.0,264.0,6.0,0.0,2.0,6957,30.0,Bank,6.0,0.030303030303030304,0.4810606060606061,0.4696969696969697,1.0,0.0,0.3333333333333333,0.007575757575757576,5.0,2.0,0.0
1453,Bank_1847,20240630,NM,THE BIPPUS STATE BANK,7.0,41.0,7.0,289.0,362.0,4.0,322.0,362.0,10.0,2.0,4.0,12761,56.0,Bank,12.0,0.019337016574585635,0.1132596685082873,0.7983425414364641,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.011049723756906077,25.0,3.0,1.0
1454,Bank_18483,20240630,NM,ANDES STATE BANK,10.0,3.0,1.0,9.0,26.0,0.0,23.0,26.0,1.0,0.0,0.0,965,4.0,Bank,1.0,0.38461538461538464,0.11538461538461539,0.34615384615384615,1.0,0.0,0.0,0.0,4.0,0.0,1.0
1455,Bank_18489,20240630,SM,ADAMS BANK & TRUST,108.0,388.0,29.0,843.0,1391.0,20.0,1229.0,1391.0,47.0,3.0,8.0,28770,234.0,Bank,50.0,0.07764198418404025,0.27893601725377426,0.606038820992092,0.94,0.06,0.16,0.005751258087706686,52.0,18.0,4.0
1456,Bank_1849,20240630,SM,WAYNE BANK AND TRUST CO.,5.0,38.0,3.0,169.0,223.0,3.0,207.0,223.0,5.0,1.0,0.0,7612,42.0,Bank,6.0,0.02242152466367713,0.17040358744394618,0.757847533632287,0.8333333333333334,0.16666666666666666,0.0,0.0,11.0,2.0,1.0
1457,Bank_18503,20240630,NM,CATHAY BANK,1105.0,1655.0,337.0,19223.0,23218.0,189.0,20361.0,23218.0,666.0,28.0,151.0,313152,1240.0,Bank,694.0,0.04759238521836506,0.07128090274786804,0.8279352226720648,0.9596541786743515,0.040345821325648415,0.21757925072046108,0.006503574812645361,1235.0,329.0,25.0
1458,Bank_18508,20240630,NM,FIRST SECURITY STATE BANK,14.0,13.0,2.0,65.0,93.0,1.0,81.0,93.0,2.0,0.0,0.0,1776,18.0,Bank,2.0,0.15053763440860216,0.13978494623655913,0.6989247311827957,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1459,Bank_18514,20240630,NM,FIRST NEW MEXICO BANK,24.0,90.0,4.0,109.0,264.0,3.0,229.0,264.0,6.0,0.0,2.0,8130,33.0,Bank,6.0,0.09090909090909091,0.3409090909090909,0.4128787878787879,1.0,0.0,0.3333333333333333,0.007575757575757576,41.0,2.0,-1.0
1461,Bank_18519,20240630,NM,FIRST SERVICE BANK,16.0,40.0,12.0,606.0,717.0,11.0,653.0,717.0,23.0,2.0,2.0,21688,125.0,Bank,25.0,0.022315202231520222,0.05578800557880056,0.8451882845188284,0.92,0.08,0.08,0.002789400278940028,55.0,11.0,1.0
1462,Bank_1852,20240630,NM,FIRST SECURITY BANK AND TRUST COMPANY,22.0,150.0,8.0,351.0,553.0,9.0,508.0,553.0,12.0,2.0,1.0,25566,108.0,Bank,14.0,0.039783001808318265,0.27124773960216997,0.6347197106690777,0.8571428571428571,0.14285714285714285,0.07142857142857142,0.0018083182640144665,30.0,4.0,0.0
1463,Bank_18561,20240630,N,"SUNRISE BANKS, NATIONAL ASSOCIATION",106.0,637.0,52.0,1576.0,2422.0,65.0,2209.0,2422.0,59.0,21.0,5.0,258829,332.0,Bank,80.0,0.04376548307184145,0.2630057803468208,0.6507018992568125,0.7375,0.2625,0.0625,0.002064409578860446,103.0,7.0,3.0
1464,Bank_18564,20240630,N,FIRST NATIONAL BANK OF BROOKFIELD,39.0,4.0,7.0,305.0,356.0,3.0,314.0,356.0,11.0,0.0,3.0,6293,37.0,Bank,11.0,0.10955056179775281,0.011235955056179775,0.8567415730337079,1.0,0.0,0.2727272727272727,0.008426966292134831,8.0,4.0,1.0
1465,Bank_18566,20240630,NM,PEOPLES BANK OF KANKAKEE COUNTY,49.0,111.0,3.0,151.0,327.0,4.0,316.0,327.0,6.0,2.0,0.0,12183,55.0,Bank,8.0,0.14984709480122324,0.3394495412844037,0.4617737003058104,0.75,0.25,0.0,0.0,16.0,3.0,1.0
1466,Bank_18568,20240630,NM,COMMUNITY BANK OF EASTON,19.0,1.0,1.0,19.0,39.0,0.0,29.0,39.0,1.0,0.0,1.0,973,3.0,Bank,1.0,0.48717948717948717,0.02564102564102564,0.48717948717948717,1.0,0.0,1.0,0.02564102564102564,0.0,0.0,0.0
1467,Bank_18569,20240630,NM,PEOPLES STATE BANK,67.0,252.0,20.0,1077.0,1486.0,17.0,1368.0,1486.0,35.0,3.0,5.0,36765,197.0,Bank,38.0,0.04508748317631225,0.1695827725437416,0.724764468371467,0.9210526315789473,0.07894736842105263,0.13157894736842105,0.0033647375504710633,90.0,15.0,1.0
1468,Bank_18576,20240630,SM,BANK OF TEXAS,108.0,4.0,13.0,423.0,548.0,4.0,477.0,548.0,19.0,0.0,7.0,2071,26.0,Bank,19.0,0.19708029197080293,0.0072992700729927005,0.7718978102189781,1.0,0.0,0.3684210526315789,0.012773722627737226,13.0,6.0,2.0
1469,Bank_1857,20240630,SM,WAUKON STATE BANK,18.0,30.0,6.0,329.0,394.0,4.0,353.0,394.0,10.0,0.0,2.0,14395,49.0,Bank,10.0,0.04568527918781726,0.07614213197969544,0.8350253807106599,1.0,0.0,0.2,0.005076142131979695,17.0,4.0,0.0
1470,Bank_18584,20240630,NM,COMMERCIAL BANK,49.0,76.0,9.0,409.0,572.0,7.0,519.0,572.0,13.0,1.0,3.0,17727,104.0,Bank,14.0,0.08566433566433566,0.13286713286713286,0.715034965034965,0.9285714285714286,0.07142857142857142,0.21428571428571427,0.005244755244755245,38.0,4.0,0.0
1471,Bank_18592,20240630,NM,FIRST BANK OF OWASSO,4.0,71.0,15.0,401.0,529.0,6.0,445.0,529.0,19.0,2.0,11.0,11178,74.0,Bank,21.0,0.007561436672967864,0.1342155009451796,0.7580340264650284,0.9047619047619048,0.09523809523809523,0.5238095238095238,0.020793950850661626,53.0,4.0,0.0
1472,Bank_18609,20240630,NM,AMERICAN BANK OF COMMERCE,27.0,422.0,18.0,866.0,1396.0,15.0,1315.0,1396.0,35.0,2.0,4.0,18412,150.0,Bank,37.0,0.019340974212034383,0.3022922636103152,0.6203438395415473,0.9459459459459459,0.05405405405405406,0.10810810810810811,0.0028653295128939827,81.0,17.0,1.0
1474,Bank_18610,20240630,SM,THE UNION STATE BANK OF EVEREST,4.0,97.0,7.0,295.0,413.0,6.0,377.0,413.0,10.0,1.0,2.0,17869,86.0,Bank,11.0,0.009685230024213076,0.23486682808716708,0.7142857142857143,0.9090909090909091,0.09090909090909091,0.18181818181818182,0.004842615012106538,17.0,3.0,0.0
1476,Bank_18620,20240630,NM,CITIZENS BANK & TRUST CO. OF JACKSON,16.0,20.0,4.0,151.0,205.0,4.0,186.0,205.0,6.0,1.0,1.0,10476,48.0,Bank,7.0,0.07804878048780488,0.0975609756097561,0.7365853658536585,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.004878048780487805,18.0,2.0,0.0
1477,Bank_1862,20240630,NM,WAYLAND STATE BANK,10.0,50.0,2.0,53.0,125.0,1.0,102.0,125.0,3.0,0.0,1.0,4829,16.0,Bank,3.0,0.08,0.4,0.424,1.0,0.0,0.3333333333333333,0.008,12.0,1.0,0.0
1478,Bank_18641,20240630,NM,FIRST BANK AND TRUST COMPANY OF ILLINOIS,47.0,2.0,8.0,160.0,215.0,4.0,179.0,215.0,11.0,0.0,3.0,2953,30.0,Bank,11.0,0.2186046511627907,0.009302325581395349,0.7441860465116279,1.0,0.0,0.2727272727272727,0.013953488372093023,6.0,3.0,1.0
1479,Bank_1865,20240630,NM,THE KANSAS STATE BANK OVERBROOK KANSAS,2.0,34.0,2.0,52.0,90.0,1.0,82.0,90.0,2.0,0.0,1.0,4172,12.0,Bank,2.0,0.022222222222222223,0.37777777777777777,0.5777777777777777,1.0,0.0,0.5,0.011111111111111112,2.0,0.0,0.0
1480,Bank_18660,20240630,NM,CHARTER BANK,9.0,101.0,8.0,182.0,298.0,5.0,277.0,298.0,10.0,1.0,4.0,6554,53.0,Bank,11.0,0.030201342281879196,0.3389261744966443,0.610738255033557,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.013422818791946308,6.0,2.0,0.0
1481,Bank_18677,20240630,NM,VICTORY BANK,20.0,44.0,3.0,60.0,149.0,3.0,119.0,149.0,4.0,0.0,0.0,3578,29.0,Bank,4.0,0.1342281879194631,0.2953020134228188,0.40268456375838924,1.0,0.0,0.0,0.0,25.0,1.0,0.0
1482,Bank_1867,20240630,NM,"THE FARMERS STATE BANK OF OAKLEY, KANSAS",6.0,60.0,4.0,196.0,277.0,2.0,245.0,277.0,8.0,0.0,2.0,3490,13.0,Bank,8.0,0.021660649819494584,0.21660649819494585,0.7075812274368231,1.0,0.0,0.25,0.007220216606498195,15.0,4.0,0.0
1483,Bank_1868,20240630,NM,THE BANK OF TESCOTT,5.0,93.0,7.0,351.0,464.0,5.0,407.0,464.0,12.0,1.0,3.0,12686,59.0,Bank,13.0,0.010775862068965518,0.20043103448275862,0.7564655172413793,0.9230769230769231,0.07692307692307693,0.23076923076923078,0.00646551724137931,15.0,5.0,0.0
1484,Bank_18698,20240630,NM,TEXAS STATE BANK,14.0,126.0,7.0,239.0,402.0,5.0,360.0,402.0,9.0,3.0,4.0,11015,69.0,Bank,12.0,0.03482587064676617,0.31343283582089554,0.5945273631840796,0.75,0.25,0.3333333333333333,0.009950248756218905,23.0,2.0,1.0
1485,Bank_1869,20240630,SM,UNION STATE BANK,27.0,191.0,10.0,407.0,680.0,9.0,617.0,680.0,17.0,2.0,2.0,21822,117.0,Bank,19.0,0.039705882352941174,0.28088235294117647,0.5985294117647059,0.8947368421052632,0.10526315789473684,0.10526315789473684,0.0029411764705882353,55.0,7.0,1.0
1486,Bank_18710,20240630,NM,NORTH VALLEY BANK,23.0,0.0,6.0,219.0,247.0,3.0,216.0,247.0,9.0,0.0,3.0,5270,33.0,Bank,9.0,0.0931174089068826,0.0,0.8866396761133604,1.0,0.0,0.3333333333333333,0.012145748987854251,5.0,3.0,0.0
1487,Bank_18714,20240630,SM,FIRSTBANK,722.0,8995.0,313.0,16293.0,27337.0,217.0,25864.0,27337.0,564.0,63.0,118.0,1049339,2419.0,Bank,627.0,0.026411091195083586,0.3290412261769763,0.5960054139078904,0.8995215311004785,0.10047846889952153,0.18819776714513556,0.004316494128836375,1327.0,251.0,41.0
1488,Bank_18719,20240630,NM,GRAND TIMBER BANK,2.0,5.0,2.0,50.0,60.0,1.0,52.0,60.0,2.0,0.0,1.0,3253,12.0,Bank,2.0,0.03333333333333333,0.08333333333333333,0.8333333333333334,1.0,0.0,0.5,0.016666666666666666,3.0,0.0,0.0
1489,Bank_18724,20240630,NM,CITIZENS STATE BANK,4.0,0.0,1.0,26.0,31.0,0.0,28.0,31.0,1.0,0.0,0.0,955,6.0,Bank,1.0,0.12903225806451613,0.0,0.8387096774193549,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1490,Bank_18734,20240630,N,"NEWTEK BANK, NATIONAL ASSOCIATION",135.0,28.0,17.0,543.0,819.0,35.0,706.0,819.0,30.0,59.0,22.0,8726,354.0,Bank,89.0,0.16483516483516483,0.03418803418803419,0.663003663003663,0.33707865168539325,0.6629213483146067,0.24719101123595505,0.026862026862026864,113.0,13.0,19.0
1491,Bank_18740,20240630,NM,HEARTLAND BANK,16.0,224.0,14.0,553.0,864.0,10.0,776.0,864.0,22.0,3.0,6.0,22245,122.0,Bank,25.0,0.018518518518518517,0.25925925925925924,0.6400462962962963,0.88,0.12,0.24,0.006944444444444444,71.0,8.0,1.0
1492,Bank_18748,20240630,NM,BRUNING BANK,9.0,180.0,8.0,401.0,622.0,7.0,578.0,622.0,15.0,1.0,2.0,14357,86.0,Bank,16.0,0.014469453376205787,0.28938906752411575,0.6446945337620579,0.9375,0.0625,0.125,0.003215434083601286,32.0,7.0,0.0
1493,Bank_1874,20240630,NM,BANK OF LABOR,128.0,481.0,17.0,330.0,978.0,14.0,954.0,978.0,23.0,4.0,5.0,15234,125.0,Bank,27.0,0.130879345603272,0.4918200408997955,0.3374233128834356,0.8518518518518519,0.14814814814814814,0.18518518518518517,0.005112474437627812,39.0,6.0,2.0
1494,Bank_18761,20240630,NM,FOUNDATION ONE BANK,5.0,27.0,2.0,141.0,181.0,2.0,162.0,181.0,5.0,0.0,0.0,2596,20.0,Bank,5.0,0.027624309392265192,0.14917127071823205,0.7790055248618785,1.0,0.0,0.0,0.0,8.0,3.0,0.0
1495,Bank_18780,20240630,NM,SUNDOWN STATE BANK,4.0,18.0,5.0,212.0,255.0,3.0,228.0,255.0,8.0,1.0,2.0,6072,32.0,Bank,9.0,0.01568627450980392,0.07058823529411765,0.8313725490196079,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.00784313725490196,21.0,3.0,1.0
1496,Bank_18820,20240630,NM,CEDAR RAPIDS STATE BANK,4.0,12.0,2.0,144.0,166.0,2.0,151.0,166.0,5.0,0.0,1.0,2552,18.0,Bank,5.0,0.024096385542168676,0.07228915662650602,0.8674698795180723,1.0,0.0,0.2,0.006024096385542169,6.0,3.0,-1.0
1497,Bank_18838,20240630,SM,EXCHANGE STATE BANK,7.0,11.0,0.0,15.0,35.0,0.0,30.0,35.0,1.0,0.0,0.0,1342,7.0,Bank,1.0,0.2,0.3142857142857143,0.42857142857142855,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1498,Bank_18841,20240630,NM,PHELPS COUNTY BANK,5.0,101.0,9.0,369.0,486.0,8.0,453.0,486.0,11.0,2.0,4.0,25953,113.0,Bank,13.0,0.0102880658436214,0.20781893004115226,0.7592592592592593,0.8461538461538461,0.15384615384615385,0.3076923076923077,0.00823045267489712,11.0,2.0,-1.0
1499,Bank_18856,20240630,SM,OKLAHOMA CAPITAL BANK,23.0,11.0,3.0,102.0,146.0,2.0,123.0,146.0,5.0,0.0,1.0,1812,25.0,Bank,5.0,0.15753424657534246,0.07534246575342465,0.6986301369863014,1.0,0.0,0.2,0.00684931506849315,10.0,2.0,0.0
1500,Bank_18858,20240630,SM,THE HOCKING VALLEY BANK,15.0,104.0,5.0,200.0,335.0,3.0,305.0,335.0,6.0,1.0,1.0,11556,43.0,Bank,7.0,0.04477611940298507,0.31044776119402984,0.5970149253731343,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0029850746268656717,16.0,1.0,2.0
1501,Bank_18879,20240630,NM,KENNETT TRUST BANK,4.0,37.0,2.0,77.0,130.0,2.0,118.0,130.0,3.0,0.0,0.0,4318,20.0,Bank,3.0,0.03076923076923077,0.2846153846153846,0.5923076923076923,1.0,0.0,0.0,0.0,12.0,1.0,0.0
1502,Bank_18880,20240630,N,FIRST NATIONAL BANK OF GILLETTE,8.0,415.0,8.0,144.0,572.0,5.0,519.0,572.0,11.0,1.0,3.0,13559,64.0,Bank,12.0,0.013986013986013986,0.7255244755244755,0.2517482517482518,0.9166666666666666,0.08333333333333333,0.25,0.005244755244755245,5.0,3.0,1.0
1503,Bank_18885,20240630,N,NEIGHBORHOOD NATIONAL BANK,4.0,100.0,4.0,186.0,303.0,4.0,289.0,303.0,7.0,1.0,1.0,10663,49.0,Bank,8.0,0.013201320132013201,0.33003300330033003,0.6138613861386139,0.875,0.125,0.125,0.0033003300330033004,13.0,3.0,0.0
1504,Bank_18889,20240630,NM,COMMUNITY BANK OF TRENTON,7.0,15.0,2.0,91.0,125.0,1.0,114.0,125.0,3.0,0.0,1.0,4112,19.0,Bank,3.0,0.056,0.12,0.728,1.0,0.0,0.3333333333333333,0.008,12.0,1.0,0.0
1505,Bank_18892,20240630,N,KRESS NATIONAL BANK,14.0,18.0,1.0,17.0,50.0,1.0,44.0,50.0,1.0,0.0,0.0,1232,6.0,Bank,1.0,0.28,0.36,0.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1506,Bank_18895,20240630,N,FIRST NATIONAL BANK OF LAKE JACKSON,44.0,159.0,1.0,30.0,236.0,2.0,237.0,236.0,4.0,0.0,-0.0,3007,27.0,Bank,4.0,0.1864406779661017,0.673728813559322,0.1271186440677966,1.0,0.0,-0.0,-0.0,3.0,3.0,-1.0
1507,Bank_18922,20240630,N,TRI CITY NATIONAL BANK,143.0,556.0,26.0,1162.0,1975.0,26.0,1833.0,1975.0,38.0,8.0,6.0,95205,349.0,Bank,46.0,0.07240506329113924,0.28151898734177216,0.5883544303797469,0.8260869565217391,0.17391304347826086,0.13043478260869565,0.0030379746835443038,114.0,12.0,2.0
1509,Bank_18930,20240630,NM,BANK OF BELLE GLADE,36.0,34.0,2.0,56.0,128.0,1.0,117.0,128.0,3.0,0.0,1.0,2473,15.0,Bank,3.0,0.28125,0.265625,0.4375,1.0,0.0,0.3333333333333333,0.0078125,2.0,1.0,0.0
