,Charter/Cert,Report Date,Inst Type Code,Inst Name,Cash & Deposits,Investments,Net Interest Income,Loans & Leases,Assets,Non-Interest Expense,Liabilities,Liabilities & Equity,Interest Income,Non-Interest Income,Net Income,Deposit Accounts,Employees,Inst Type,Revenue,Cash to Assets,Inv to Assets,Loans to Assets,Interest to Revenue,Non-Interest to Revenue,Net Income to Revenue,Return on Assets,Other Assets,Interest Expense,Other Expense
1511,Bank_18942,20240630,NM,"THE BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS",15.0,18.0,1.0,12.0,46.0,1.0,40.0,46.0,1.0,0.0,0.0,1902,12.0,Bank,1.0,0.32608695652173914,0.391304347826087,0.2608695652173913,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1512,Bank_1895,20240630,NM,FARMERS AND MERCHANTS BANK,24.0,178.0,11.0,546.0,798.0,8.0,732.0,798.0,18.0,1.0,2.0,19434,97.0,Bank,19.0,0.03007518796992481,0.22305764411027568,0.6842105263157895,0.9473684210526315,0.05263157894736842,0.10526315789473684,0.002506265664160401,50.0,7.0,2.0
1513,Bank_18983,20240630,NM,RIVER CITY BANK,377.0,714.0,67.0,3752.0,5095.0,20.0,4648.0,5095.0,112.0,10.0,36.0,26180,149.0,Bank,122.0,0.07399411187438665,0.14013738959764474,0.7364082433758586,0.9180327868852459,0.08196721311475409,0.29508196721311475,0.0070657507360157015,252.0,45.0,21.0
1514,Bank_19001,20240630,NM,FIRST MIDWEST BANK OF DEXTER,12.0,33.0,8.0,504.0,573.0,7.0,526.0,573.0,16.0,1.0,2.0,13735,104.0,Bank,17.0,0.020942408376963352,0.05759162303664921,0.8795811518324608,0.9411764705882353,0.058823529411764705,0.11764705882352941,0.0034904013961605585,24.0,8.0,0.0
1515,Bank_19008,20240630,NM,PARKWAY BANK AND TRUST COMPANY,438.0,320.0,45.0,2689.0,3541.0,24.0,3169.0,3541.0,90.0,3.0,17.0,42103,297.0,Bank,93.0,0.12369387178763061,0.09036995199096301,0.759390002824061,0.967741935483871,0.03225806451612903,0.1827956989247312,0.0048009036995199095,94.0,45.0,7.0
1516,Bank_1900,20240630,NM,FIRST INDEPENDENT BANK,8.0,161.0,7.0,321.0,517.0,5.0,477.0,517.0,12.0,0.0,2.0,18736,75.0,Bank,12.0,0.015473887814313346,0.3114119922630561,0.620889748549323,1.0,0.0,0.16666666666666666,0.0038684719535783366,27.0,5.0,0.0
1517,Bank_19011,20240630,SM,LEGACY BANK,9.0,105.0,4.0,186.0,326.0,3.0,268.0,326.0,7.0,0.0,1.0,9434,60.0,Bank,7.0,0.027607361963190184,0.3220858895705521,0.5705521472392638,1.0,0.0,0.14285714285714285,0.003067484662576687,26.0,3.0,0.0
1518,Bank_19024,20240630,N,COMMERCIAL NATIONAL BANK OF TEXARKANA,11.0,59.0,6.0,222.0,307.0,4.0,291.0,307.0,8.0,1.0,2.0,9235,60.0,Bank,9.0,0.035830618892508145,0.19218241042345277,0.7231270358306189,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.006514657980456026,15.0,2.0,1.0
1519,Bank_1903,20240630,NM,ST. CLAIR STATE BANK (INCORPORATED),17.0,6.0,2.0,89.0,115.0,1.0,102.0,115.0,3.0,0.0,1.0,3999,11.0,Bank,3.0,0.14782608695652175,0.05217391304347826,0.7739130434782608,1.0,0.0,0.3333333333333333,0.008695652173913044,3.0,1.0,0.0
1520,Bank_1905,20240630,SM,"PROFINIUM, INC.",21.0,70.0,7.0,408.0,529.0,7.0,489.0,529.0,13.0,1.0,0.0,13770,76.0,Bank,14.0,0.03969754253308128,0.1323251417769376,0.7712665406427222,0.9285714285714286,0.07142857142857142,0.0,0.0,30.0,6.0,1.0
1521,Bank_1906,20240630,NM,TRIUMPH STATE BANK,17.0,7.0,2.0,59.0,89.0,1.0,79.0,89.0,3.0,0.0,1.0,3716,19.0,Bank,3.0,0.19101123595505617,0.07865168539325842,0.6629213483146067,1.0,0.0,0.3333333333333333,0.011235955056179775,6.0,1.0,0.0
1522,Bank_19070,20240630,N,FIRST NATIONAL BANK OF CLARKSDALE,15.0,106.0,5.0,235.0,386.0,5.0,349.0,386.0,9.0,2.0,2.0,8254,47.0,Bank,11.0,0.038860103626943004,0.27461139896373055,0.6088082901554405,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.0051813471502590676,30.0,4.0,0.0
1523,Bank_19080,20240630,N,INWOOD NATIONAL BANK,411.0,1630.0,34.0,2475.0,4608.0,24.0,4169.0,4608.0,88.0,3.0,13.0,41483,215.0,Bank,91.0,0.08919270833333333,0.3537326388888889,0.537109375,0.967032967032967,0.03296703296703297,0.14285714285714285,0.0028211805555555555,92.0,54.0,0.0
1524,Bank_19087,20240630,NM,BANK OF LINDSAY,5.0,3.0,1.0,76.0,92.0,1.0,83.0,92.0,2.0,0.0,0.0,1807,16.0,Bank,2.0,0.05434782608695652,0.03260869565217391,0.8260869565217391,1.0,0.0,0.0,0.0,8.0,1.0,0.0
1525,Bank_1908,20240630,NM,THE WANDA STATE BANK,4.0,50.0,2.0,102.0,178.0,1.0,155.0,178.0,4.0,0.0,0.0,5747,15.0,Bank,4.0,0.02247191011235955,0.2808988764044944,0.5730337078651685,1.0,0.0,0.0,0.0,22.0,2.0,1.0
1526,Bank_19101,20240630,NM,HARFORD BANK,72.0,94.0,11.0,512.0,700.0,8.0,639.0,700.0,17.0,1.0,3.0,13880,87.0,Bank,18.0,0.10285714285714286,0.13428571428571429,0.7314285714285714,0.9444444444444444,0.05555555555555555,0.16666666666666666,0.004285714285714286,22.0,6.0,1.0
1528,Bank_19123,20240630,SM,FIRST WESTERN BANK & TRUST,42.0,266.0,29.0,1784.0,2245.0,30.0,2023.0,2245.0,58.0,10.0,4.0,45309,334.0,Bank,68.0,0.018708240534521157,0.11848552338530066,0.7946547884187083,0.8529411764705882,0.14705882352941177,0.058823529411764705,0.0017817371937639199,153.0,29.0,5.0
1529,Bank_1913,20240630,NM,CASTLE ROCK BANK,6.0,136.0,3.0,116.0,263.0,2.0,227.0,263.0,5.0,0.0,1.0,7692,24.0,Bank,5.0,0.022813688212927757,0.5171102661596958,0.44106463878326996,1.0,0.0,0.2,0.0038022813688212928,5.0,2.0,0.0
1530,Bank_19143,20240630,NM,UNITED COMMUNITY BANK,57.0,40.0,16.0,473.0,619.0,11.0,526.0,619.0,20.0,2.0,7.0,19311,132.0,Bank,22.0,0.09208400646203554,0.06462035541195477,0.7641357027463651,0.9090909090909091,0.09090909090909091,0.3181818181818182,0.011308562197092083,49.0,4.0,0.0
1531,Bank_19163,20240630,NM,FIRST STATE BANK,16.0,58.0,7.0,353.0,445.0,4.0,413.0,445.0,14.0,1.0,3.0,9568,45.0,Bank,15.0,0.035955056179775284,0.1303370786516854,0.7932584269662921,0.9333333333333333,0.06666666666666667,0.2,0.006741573033707865,18.0,7.0,1.0
1532,Bank_19184,20240630,N,HILLTOP NATIONAL BANK,47.0,424.0,15.0,480.0,972.0,12.0,898.0,972.0,19.0,6.0,8.0,38283,133.0,Bank,25.0,0.04835390946502058,0.43621399176954734,0.49382716049382713,0.76,0.24,0.32,0.00823045267489712,21.0,4.0,1.0
1533,Bank_19188,20240630,NM,FIRST MINNETONKA CITY BANK,9.0,96.0,3.0,127.0,242.0,3.0,224.0,242.0,5.0,1.0,1.0,7960,34.0,Bank,6.0,0.0371900826446281,0.39669421487603307,0.5247933884297521,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.004132231404958678,10.0,2.0,0.0
1534,Bank_19212,20240630,NM,FIRST MIDWEST BANK OF THE OZARKS,45.0,42.0,13.0,595.0,712.0,9.0,638.0,712.0,22.0,2.0,6.0,25744,118.0,Bank,24.0,0.06320224719101124,0.05898876404494382,0.8356741573033708,0.9166666666666666,0.08333333333333333,0.25,0.008426966292134831,30.0,9.0,0.0
1535,Bank_19213,20240630,N,SECURITY NATIONAL BANK OF OMAHA,135.0,263.0,31.0,1172.0,1638.0,25.0,1499.0,1638.0,48.0,7.0,8.0,22188,221.0,Bank,55.0,0.08241758241758242,0.16056166056166057,0.7155067155067155,0.8727272727272727,0.12727272727272726,0.14545454545454545,0.004884004884004884,68.0,17.0,5.0
1536,Bank_19215,20240630,NM,BENCHMARK BANK,232.0,8.0,23.0,800.0,1116.0,23.0,1007.0,1116.0,33.0,9.0,8.0,13115,176.0,Bank,42.0,0.2078853046594982,0.007168458781362007,0.7168458781362007,0.7857142857142857,0.21428571428571427,0.19047619047619047,0.007168458781362007,76.0,10.0,1.0
1537,Bank_19220,20240630,SM,ANB BANK,30.0,890.0,42.0,1862.0,2970.0,39.0,2812.0,2970.0,61.0,6.0,9.0,73682,504.0,Bank,67.0,0.010101010101010102,0.2996632996632997,0.6269360269360269,0.9104477611940298,0.08955223880597014,0.13432835820895522,0.0030303030303030303,188.0,19.0,0.0
1538,Bank_19222,20240630,NM,FREMONT BANK,610.0,472.0,100.0,4528.0,5914.0,95.0,5497.0,5914.0,157.0,22.0,24.0,81337,737.0,Bank,179.0,0.10314507947243828,0.07981061887047683,0.7656408522150828,0.8770949720670391,0.12290502793296089,0.1340782122905028,0.004058167061210686,304.0,57.0,3.0
1539,Bank_19230,20240630,N,COMMUNITY NATIONAL BANK IN MONMOUTH,8.0,12.0,1.0,30.0,52.0,1.0,46.0,52.0,1.0,0.0,0.0,2304,12.0,Bank,1.0,0.15384615384615385,0.23076923076923078,0.5769230769230769,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1540,Bank_19234,20240630,NM,AMERICAN BANK,73.0,0.0,8.0,249.0,339.0,7.0,308.0,339.0,12.0,1.0,1.0,6772,73.0,Bank,13.0,0.2153392330383481,0.0,0.7345132743362832,0.9230769230769231,0.07692307692307693,0.07692307692307693,0.0029498525073746312,17.0,4.0,1.0
1541,Bank_19254,20240630,N,HERITAGE BANK NATIONAL ASSOCIATION,45.0,33.0,9.0,435.0,535.0,8.0,496.0,535.0,17.0,1.0,1.0,12818,87.0,Bank,18.0,0.08411214953271028,0.0616822429906542,0.8130841121495327,0.9444444444444444,0.05555555555555555,0.05555555555555555,0.001869158878504673,22.0,8.0,1.0
1542,Bank_19274,20240630,NM,BANNER CAPITAL BANK,10.0,27.0,7.0,285.0,341.0,4.0,307.0,341.0,11.0,0.0,3.0,8569,51.0,Bank,11.0,0.02932551319648094,0.07917888563049853,0.8357771260997068,1.0,0.0,0.2727272727272727,0.008797653958944282,19.0,4.0,0.0
1543,Bank_19278,20240630,NM,CARMINE STATE BANK,48.0,39.0,1.0,31.0,124.0,1.0,117.0,124.0,3.0,0.0,0.0,2886,12.0,Bank,3.0,0.3870967741935484,0.31451612903225806,0.25,1.0,0.0,0.0,0.0,6.0,2.0,0.0
1544,Bank_19285,20240630,NM,LOGAN BANK & TRUST COMPANY,16.0,146.0,5.0,164.0,344.0,3.0,324.0,344.0,7.0,1.0,2.0,15987,52.0,Bank,8.0,0.046511627906976744,0.42441860465116277,0.47674418604651164,0.875,0.125,0.25,0.005813953488372093,18.0,2.0,1.0
1545,Bank_19288,20240630,NM,FIRSTAR BANK,187.0,55.0,21.0,838.0,1167.0,18.0,1047.0,1167.0,34.0,5.0,5.0,24546,246.0,Bank,39.0,0.16023993144815768,0.04712939160239932,0.7180805484147387,0.8717948717948718,0.1282051282051282,0.1282051282051282,0.004284490145672665,87.0,13.0,3.0
1546,Bank_1929,20240630,NM,FARMERS STATE BANK OF TRIMONT,1.0,25.0,1.0,46.0,78.0,1.0,69.0,78.0,2.0,0.0,0.0,2814,9.0,Bank,2.0,0.01282051282051282,0.32051282051282054,0.5897435897435898,1.0,0.0,0.0,0.0,6.0,1.0,0.0
1547,Bank_19300,20240630,N,AMERICAN NATIONAL BANK,257.0,981.0,71.0,3684.0,5052.0,51.0,4600.0,5052.0,131.0,8.0,27.0,79864,524.0,Bank,139.0,0.05087094220110847,0.19418052256532067,0.7292161520190024,0.9424460431654677,0.05755395683453238,0.19424460431654678,0.005344418052256532,130.0,60.0,1.0
1548,Bank_1931,20240630,NM,NEW MARKET BANK,10.0,49.0,3.0,114.0,190.0,3.0,176.0,190.0,4.0,1.0,1.0,6916,35.0,Bank,5.0,0.05263157894736842,0.2578947368421053,0.6,0.8,0.2,0.2,0.005263157894736842,17.0,1.0,0.0
1549,Bank_19333,20240630,NM,REPUBLIC BANK OF CHICAGO,331.0,460.0,42.0,1855.0,2757.0,32.0,2453.0,2757.0,74.0,11.0,13.0,34589,291.0,Bank,85.0,0.12005803409503082,0.166848023213638,0.6728327892636924,0.8705882352941177,0.12941176470588237,0.15294117647058825,0.004715270221254987,111.0,32.0,8.0
1550,Bank_1933,20240630,NM,CITIZENS STATE BANK NORWOOD YOUNG AMERICA,34.0,31.0,2.0,63.0,135.0,1.0,124.0,135.0,3.0,0.0,1.0,5996,19.0,Bank,3.0,0.2518518518518518,0.22962962962962963,0.4666666666666667,1.0,0.0,0.3333333333333333,0.007407407407407408,7.0,1.0,0.0
1551,Bank_19349,20240630,NM,FIRST MISSOURI BANK OF SEMO,11.0,5.0,4.0,174.0,202.0,3.0,183.0,202.0,6.0,0.0,2.0,6802,41.0,Bank,6.0,0.054455445544554455,0.024752475247524754,0.8613861386138614,1.0,0.0,0.3333333333333333,0.009900990099009901,12.0,2.0,-1.0
1552,Bank_19351,20240630,NM,BANK OF ESTES PARK,11.0,37.0,2.0,84.0,140.0,2.0,127.0,140.0,3.0,0.0,0.0,4220,27.0,Bank,3.0,0.07857142857142857,0.2642857142857143,0.6,1.0,0.0,0.0,0.0,8.0,1.0,0.0
1553,Bank_19354,20240630,NM,HODGE BANK & TRUST COMPANY,5.0,25.0,2.0,60.0,99.0,1.0,83.0,99.0,3.0,0.0,1.0,3016,14.0,Bank,3.0,0.050505050505050504,0.25252525252525254,0.6060606060606061,1.0,0.0,0.3333333333333333,0.010101010101010102,9.0,1.0,0.0
1554,Bank_19358,20240630,NM,ROUND TOP STATE BANK,29.0,230.0,11.0,570.0,936.0,7.0,857.0,936.0,21.0,1.0,4.0,20890,79.0,Bank,22.0,0.030982905982905984,0.24572649572649571,0.6089743589743589,0.9545454545454546,0.045454545454545456,0.18181818181818182,0.004273504273504274,107.0,10.0,1.0
1555,Bank_1936,20240630,NM,COMMUNITY STATE BANK OF MISSOURI,9.0,50.0,5.0,222.0,296.0,3.0,264.0,296.0,7.0,1.0,2.0,11686,43.0,Bank,8.0,0.030405405405405407,0.16891891891891891,0.75,0.875,0.125,0.25,0.006756756756756757,15.0,2.0,1.0
1556,Bank_19371,20240630,SM,RELYANCE BANK,27.0,142.0,20.0,1093.0,1376.0,16.0,1215.0,1376.0,35.0,5.0,6.0,33220,192.0,Bank,40.0,0.019622093023255814,0.10319767441860465,0.7943313953488372,0.875,0.125,0.15,0.00436046511627907,114.0,15.0,3.0
1557,Bank_1937,20240630,NM,BANK OF CROCKER,21.0,66.0,2.0,43.0,140.0,2.0,128.0,140.0,3.0,0.0,0.0,5825,34.0,Bank,3.0,0.15,0.4714285714285714,0.30714285714285716,1.0,0.0,0.0,0.0,10.0,1.0,0.0
1558,Bank_19381,20240630,NM,PARK STATE BANK & TRUST,3.0,13.0,3.0,101.0,138.0,3.0,125.0,138.0,4.0,1.0,1.0,6746,33.0,Bank,5.0,0.021739130434782608,0.09420289855072464,0.7318840579710145,0.8,0.2,0.2,0.007246376811594203,21.0,1.0,0.0
1559,Bank_19396,20240630,NM,UNISON BANK,5.0,122.0,9.0,397.0,563.0,7.0,525.0,563.0,15.0,1.0,2.0,11873,87.0,Bank,16.0,0.008880994671403197,0.216696269982238,0.7051509769094139,0.9375,0.0625,0.125,0.003552397868561279,39.0,6.0,1.0
1560,Bank_19401,20240630,NM,CAPITAL BANK,25.0,65.0,11.0,513.0,620.0,8.0,562.0,620.0,17.0,1.0,3.0,9979,93.0,Bank,18.0,0.04032258064516129,0.10483870967741936,0.8274193548387097,0.9444444444444444,0.05555555555555555,0.16666666666666666,0.004838709677419355,17.0,6.0,1.0
1561,Bank_19416,20240630,NM,CTBC BANK CORP. (USA),494.0,256.0,64.0,4419.0,5410.0,46.0,4721.0,5410.0,144.0,7.0,20.0,74072,389.0,Bank,151.0,0.09131238447319778,0.04731977818853974,0.8168207024029575,0.9536423841059603,0.046357615894039736,0.13245033112582782,0.0036968576709796672,241.0,80.0,5.0
1562,Bank_1941,20240630,N,"THE TIPTON LATHAM BANK, NATIONAL ASSOCIATION",16.0,30.0,2.0,116.0,171.0,1.0,156.0,171.0,4.0,0.0,1.0,5107,18.0,Bank,4.0,0.0935672514619883,0.17543859649122806,0.6783625730994152,1.0,0.0,0.25,0.005847953216374269,9.0,2.0,0.0
1563,Bank_19420,20240630,NM,CITIZENS BANK OF THE SOUTH,15.0,48.0,7.0,234.0,312.0,5.0,273.0,312.0,9.0,1.0,2.0,10767,61.0,Bank,10.0,0.04807692307692308,0.15384615384615385,0.75,0.9,0.1,0.2,0.00641025641025641,15.0,2.0,1.0
1564,Bank_19434,20240630,NM,BAC COMMUNITY BANK,33.0,300.0,11.0,431.0,796.0,10.0,734.0,796.0,15.0,1.0,2.0,13035,98.0,Bank,16.0,0.0414572864321608,0.3768844221105528,0.5414572864321608,0.9375,0.0625,0.125,0.002512562814070352,32.0,4.0,0.0
1565,Bank_19440,20240630,NM,FIRST FINANCIAL BANK,17.0,73.0,4.0,114.0,227.0,4.0,223.0,227.0,5.0,2.0,1.0,12258,68.0,Bank,7.0,0.07488986784140969,0.32158590308370044,0.5022026431718062,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.004405286343612335,23.0,1.0,1.0
1566,Bank_19448,20240630,NM,BNA BANK,29.0,239.0,10.0,449.0,769.0,7.0,693.0,769.0,18.0,3.0,5.0,24501,106.0,Bank,21.0,0.0377113133940182,0.3107932379713914,0.5838751625487646,0.8571428571428571,0.14285714285714285,0.23809523809523808,0.006501950585175552,52.0,8.0,1.0
1567,Bank_19459,20240630,NM,UNITED COMMUNITY BANK,216.0,1025.0,49.0,2165.0,3565.0,35.0,3238.0,3565.0,81.0,14.0,19.0,140381,563.0,Bank,95.0,0.0605890603085554,0.28751753155680226,0.6072931276297335,0.8526315789473684,0.14736842105263157,0.2,0.005329593267882188,159.0,32.0,9.0
1568,Bank_1945,20240630,NM,METZ BANKING COMPANY,3.0,18.0,1.0,76.0,98.0,1.0,88.0,98.0,2.0,0.0,1.0,4295,16.0,Bank,2.0,0.030612244897959183,0.1836734693877551,0.7755102040816326,1.0,0.0,0.5,0.01020408163265306,1.0,1.0,-1.0
1569,Bank_1946,20240630,NM,ALLIANT BANK,18.0,13.0,4.0,177.0,220.0,4.0,200.0,220.0,6.0,1.0,1.0,10985,58.0,Bank,7.0,0.08181818181818182,0.05909090909090909,0.8045454545454546,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.004545454545454545,12.0,2.0,0.0
1570,Bank_19482,20240630,N,CONSUMERS NATIONAL BANK,18.0,271.0,16.0,752.0,1096.0,13.0,1033.0,1096.0,25.0,2.0,4.0,39655,181.0,Bank,27.0,0.016423357664233577,0.24726277372262773,0.6861313868613139,0.9259259259259259,0.07407407407407407,0.14814814814814814,0.0036496350364963502,55.0,9.0,1.0
1571,Bank_19502,20240630,N,FIRST NATIONAL BANK OF TENNESSEE,84.0,522.0,23.0,682.0,1310.0,14.0,1165.0,1310.0,31.0,3.0,11.0,57248,151.0,Bank,34.0,0.06412213740458016,0.3984732824427481,0.5206106870229008,0.9117647058823529,0.08823529411764706,0.3235294117647059,0.008396946564885497,22.0,8.0,1.0
1572,Bank_19506,20240630,NM,BANK OF SPRINGFIELD,112.0,96.0,29.0,1356.0,1643.0,27.0,1504.0,1643.0,44.0,10.0,8.0,33836,338.0,Bank,54.0,0.06816798539257456,0.05842970176506391,0.8253195374315276,0.8148148148148148,0.18518518518518517,0.14814814814814814,0.004869141813755326,79.0,15.0,4.0
1573,Bank_19512,20240630,NM,ROYAL BANKS OF MISSOURI,118.0,68.0,15.0,738.0,1024.0,12.0,885.0,1024.0,26.0,2.0,4.0,19829,131.0,Bank,28.0,0.115234375,0.06640625,0.720703125,0.9285714285714286,0.07142857142857142,0.14285714285714285,0.00390625,100.0,11.0,1.0
1574,Savings Bank_19525,20240630,SI,MT. MCKINLEY BANK,20.0,321.0,9.0,245.0,637.0,9.0,547.0,637.0,13.0,2.0,2.0,21914,87.0,Savings Bank,15.0,0.03139717425431711,0.5039246467817896,0.38461538461538464,0.8666666666666667,0.13333333333333333,0.13333333333333333,0.0031397174254317113,51.0,4.0,0.0
1575,Savings Bank_19531,20240630,SI,MACHIAS SAVINGS BANK,119.0,265.0,31.0,2118.0,2603.0,33.0,2357.0,2603.0,63.0,7.0,5.0,61540,334.0,Savings Bank,70.0,0.0457164809834806,0.10180560891279293,0.8136765270841337,0.9,0.1,0.07142857142857142,0.001920860545524395,101.0,32.0,0.0
1576,Savings Bank_19532,20240630,SI,SKOWHEGAN SAVINGS BANK,74.0,174.0,13.0,590.0,881.0,11.0,782.0,881.0,19.0,2.0,4.0,34669,140.0,Savings Bank,21.0,0.08399545970488081,0.19750283768444948,0.6696935300794552,0.9047619047619048,0.09523809523809523,0.19047619047619047,0.004540295119182747,43.0,6.0,0.0
1577,Bank_19540,20240630,NM,PIONEER BANK,16.0,41.0,4.0,186.0,253.0,3.0,231.0,253.0,6.0,0.0,1.0,6333,35.0,Bank,6.0,0.06324110671936758,0.16205533596837945,0.7351778656126482,1.0,0.0,0.16666666666666666,0.003952569169960474,10.0,2.0,0.0
1578,Bank_19544,20240630,NM,MADISON VALLEY BANK,8.0,115.0,4.0,131.0,261.0,3.0,240.0,261.0,6.0,1.0,1.0,11704,45.0,Bank,7.0,0.03065134099616858,0.44061302681992337,0.5019157088122606,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0038314176245210726,7.0,2.0,1.0
1579,Bank_19559,20240630,NM,TEXASBANK,482.0,86.0,42.0,1700.0,2326.0,27.0,2080.0,2326.0,78.0,5.0,19.0,45862,294.0,Bank,83.0,0.20722269991401548,0.03697334479793637,0.7308684436801376,0.9397590361445783,0.060240963855421686,0.2289156626506024,0.00816852966466036,58.0,36.0,1.0
1580,Bank_1956,20240630,NM,CITIZENS BANK OF ELDON,14.0,33.0,4.0,163.0,220.0,3.0,198.0,220.0,6.0,1.0,1.0,11154,31.0,Bank,7.0,0.06363636363636363,0.15,0.740909090909091,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.004545454545454545,10.0,2.0,1.0
1581,Bank_19573,20240630,NM,LAKESIDE BANK,140.0,267.0,38.0,2105.0,2639.0,24.0,2381.0,2639.0,76.0,3.0,15.0,21040,188.0,Bank,79.0,0.05305039787798409,0.10117468738158393,0.7976506252368322,0.9620253164556962,0.0379746835443038,0.189873417721519,0.005683971201212581,127.0,38.0,2.0
1582,Bank_19581,20240630,NM,BELL BANK,830.0,138.0,118.0,12214.0,13930.0,190.0,12610.0,13930.0,341.0,114.0,30.0,199658,1861.0,Bank,455.0,0.05958363244795405,0.00990667623833453,0.8768126346015793,0.7494505494505495,0.25054945054945055,0.06593406593406594,0.0021536252692031586,748.0,223.0,12.0
1583,Bank_19589,20240630,NM,NORTHERN STATE BANK OF VIRGINIA,8.0,17.0,1.0,69.0,99.0,1.0,90.0,99.0,2.0,0.0,0.0,3140,16.0,Bank,2.0,0.08080808080808081,0.1717171717171717,0.696969696969697,1.0,0.0,0.0,0.0,5.0,1.0,0.0
1584,Bank_19590,20240630,NM,ALTAMAHA BANK & TRUST COMPANY,23.0,58.0,6.0,199.0,297.0,4.0,275.0,297.0,8.0,1.0,2.0,9750,50.0,Bank,9.0,0.07744107744107744,0.19528619528619529,0.67003367003367,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.006734006734006734,17.0,2.0,1.0
1585,Bank_19595,20240630,NM,THE COMMERCIAL BANK,9.0,54.0,2.0,39.0,105.0,1.0,97.0,105.0,3.0,0.0,1.0,2335,11.0,Bank,3.0,0.08571428571428572,0.5142857142857142,0.37142857142857144,1.0,0.0,0.3333333333333333,0.009523809523809525,3.0,1.0,0.0
1586,Bank_19600,20240630,N,"ACADEMY BANK, NATIONAL ASSOCIATION",270.0,264.0,41.0,2019.0,2677.0,46.0,2275.0,2677.0,74.0,22.0,11.0,162998,506.0,Bank,96.0,0.10085917071348524,0.09861785580874113,0.7542024654463952,0.7708333333333334,0.22916666666666666,0.11458333333333333,0.004109077325364214,124.0,33.0,6.0
1587,Bank_19603,20240630,N,"HOMETOWN BANK, NATIONAL ASSOCIATION",58.0,311.0,11.0,549.0,949.0,10.0,874.0,949.0,21.0,1.0,2.0,16804,115.0,Bank,22.0,0.06111696522655427,0.32771338250790305,0.5785036880927292,0.9545454545454546,0.045454545454545456,0.09090909090909091,0.002107481559536354,31.0,10.0,0.0
1588,Bank_19608,20240630,NM,THE PARK BANK,22.0,130.0,16.0,1283.0,1488.0,16.0,1353.0,1488.0,34.0,3.0,2.0,24162,157.0,Bank,37.0,0.01478494623655914,0.08736559139784947,0.8622311827956989,0.918918918918919,0.08108108108108109,0.05405405405405406,0.0013440860215053765,53.0,18.0,1.0
1589,Bank_19629,20240630,NM,INTERNATIONAL BANK OF COMMERCE,160.0,1797.0,212.0,5836.0,8694.0,93.0,7085.0,8694.0,282.0,57.0,123.0,277164,1395.0,Bank,339.0,0.01840349666436623,0.20669427191166323,0.6712675408327582,0.831858407079646,0.168141592920354,0.36283185840707965,0.014147688060731538,901.0,70.0,53.0
1590,Bank_19638,20240630,NM,"GUARANTY BANK & TRUST COMPANY OF DELHI, LOUISIANA",68.0,13.0,8.0,309.0,401.0,5.0,367.0,401.0,13.0,1.0,4.0,9864,73.0,Bank,14.0,0.16957605985037408,0.032418952618453865,0.770573566084788,0.9285714285714286,0.07142857142857142,0.2857142857142857,0.00997506234413965,11.0,5.0,0.0
1591,Bank_19644,20240630,SM,FIDELITY BANK,5.0,254.0,7.0,255.0,542.0,5.0,514.0,542.0,11.0,1.0,3.0,10974,62.0,Bank,12.0,0.00922509225092251,0.46863468634686345,0.470479704797048,0.9166666666666666,0.08333333333333333,0.25,0.005535055350553505,28.0,4.0,0.0
1592,Bank_1964,20240630,SM,LAMAR BANK AND TRUST COMPANY,24.0,40.0,4.0,171.0,246.0,3.0,228.0,246.0,6.0,1.0,2.0,9881,31.0,Bank,7.0,0.0975609756097561,0.16260162601626016,0.6951219512195121,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.008130081300813009,11.0,2.0,0.0
1593,Bank_19674,20240630,NM,THE CITIZENS BANK OF WESTON,8.0,65.0,5.0,197.0,274.0,3.0,248.0,274.0,8.0,1.0,2.0,9569,36.0,Bank,9.0,0.029197080291970802,0.23722627737226276,0.718978102189781,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.0072992700729927005,4.0,3.0,1.0
1594,Bank_19679,20240630,NM,CITIZENS BANK OF ADA,26.0,106.0,6.0,166.0,307.0,5.0,282.0,307.0,8.0,2.0,3.0,12592,64.0,Bank,10.0,0.08469055374592833,0.34527687296416937,0.5407166123778502,0.8,0.2,0.3,0.009771986970684038,9.0,2.0,0.0
1595,Bank_19680,20240630,NM,THE SECURITY STATE BANK,9.0,10.0,2.0,36.0,59.0,1.0,51.0,59.0,2.0,0.0,1.0,2047,11.0,Bank,2.0,0.15254237288135594,0.1694915254237288,0.6101694915254238,1.0,0.0,0.5,0.01694915254237288,4.0,0.0,0.0
1596,Bank_19681,20240630,NM,COMMUNITY BANK OF PARKERSBURG,10.0,26.0,5.0,264.0,310.0,5.0,281.0,310.0,8.0,1.0,1.0,12404,66.0,Bank,9.0,0.03225806451612903,0.08387096774193549,0.8516129032258064,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.0032258064516129032,10.0,3.0,0.0
